time	elapsed_min	target_C	active	done	queued
21:54:53	387.9	5	3	12	0
21:55:23	388.4	5	3	12	0
21:55:53	388.9	5	3	12	0
21:56:23	389.4	5	3	12	0
21:56:53	389.9	5	3	12	0
21:57:23	390.4	5	3	12	0
21:57:53	390.9	5	3	12	0
21:58:23	391.4	5	3	12	0
21:58:53	391.9	5	3	12	0
21:59:23	392.4	5	3	12	0
21:59:53	392.9	5	3	12	0
22:00:23	393.4	5	3	12	0
22:00:53	393.9	5	3	12	0
22:01:23	394.4	5	3	12	0
22:01:54	394.9	5	3	12	0
22:02:24	395.4	5	3	12	0
22:02:54	395.9	5	3	12	0
22:03:24	396.4	5	3	12	0
22:03:54	396.9	5	3	12	0
22:04:24	397.4	5	3	12	0
22:04:54	397.9	5	3	12	0
22:05:24	398.4	5	3	12	0
22:05:54	398.9	5	3	12	0
22:06:24	399.4	5	3	12	0
22:06:54	399.9	5	3	12	0
22:07:24	400.4	5	3	12	0
22:07:54	400.9	5	3	12	0
22:08:24	401.4	5	3	12	0
22:08:54	401.9	5	3	12	0
22:09:24	402.4	5	3	12	0
22:09:54	402.9	5	3	12	0
22:10:24	403.4	5	3	12	0
22:10:54	403.9	5	3	12	0
22:11:24	404.4	5	3	12	0
22:11:54	404.9	5	3	12	0
22:12:24	405.4	5	3	12	0
22:12:54	405.9	5	3	12	0
22:13:24	406.4	5	3	12	0
22:13:54	406.9	5	3	12	0
22:14:24	407.4	5	3	12	0
22:14:54	407.9	5	3	12	0
22:15:24	408.4	5	3	12	0
22:15:54	408.9	5	3	12	0
22:16:24	409.4	5	3	12	0
22:16:54	409.9	5	3	12	0
22:17:24	410.4	5	3	12	0
22:17:54	410.9	5	3	12	0
22:18:24	411.4	5	3	12	0
22:18:55	411.9	5	3	12	0
22:19:25	412.4	5	3	12	0
22:19:55	412.9	5	3	12	0
22:20:25	413.4	5	3	12	0
22:20:55	413.9	5	3	12	0
22:21:25	414.4	5	3	12	0
22:21:55	414.9	5	3	12	0
22:22:25	415.4	5	3	12	0
22:22:55	415.9	5	3	12	0
22:23:25	416.4	5	3	12	0
22:23:55	416.9	5	3	12	0
22:24:25	417.4	5	3	12	0
22:24:55	417.9	5	3	12	0
22:25:25	418.4	5	3	12	0
22:25:55	418.9	5	3	12	0
22:26:25	419.4	5	3	12	0
22:26:55	419.9	5	3	12	0
22:27:25	420.4	5	3	12	0
22:27:55	420.9	5	3	12	0
22:28:25	421.4	5	3	12	0
22:28:55	421.9	5	3	12	0
22:29:25	422.4	5	3	12	0
22:29:55	422.9	5	3	12	0
22:30:25	423.4	5	3	12	0
22:30:55	423.9	5	3	12	0
22:31:25	424.4	5	3	12	0
22:31:55	424.9	5	3	12	0
22:32:25	425.4	5	3	12	0
22:32:55	425.9	5	3	12	0
22:33:25	426.4	5	3	12	0
22:33:55	426.9	5	3	12	0
22:34:25	427.4	5	3	12	0
22:34:55	427.9	5	3	12	0
22:35:25	428.4	5	3	12	0
22:35:56	428.9	5	3	12	0
22:36:26	429.4	5	3	12	0
22:36:56	429.9	5	3	12	0
22:37:26	430.4	5	3	12	0
22:37:56	430.9	5	3	12	0
22:38:26	431.4	5	3	12	0
22:38:56	431.9	5	3	12	0
22:39:26	432.4	5	3	12	0
22:39:56	432.9	5	3	12	0
22:40:26	433.4	5	3	12	0
22:40:56	433.9	5	3	12	0
22:41:26	434.4	5	3	12	0
22:41:56	434.9	5	3	12	0
22:42:26	435.4	5	2	13	0
22:42:56	435.9	5	2	13	0
22:43:26	436.4	5	2	13	0
22:43:56	436.9	5	2	13	0
22:44:26	437.4	5	2	13	0
22:44:56	437.9	5	2	13	0
22:45:26	438.4	5	2	13	0
22:45:56	438.9	5	2	13	0
22:46:26	439.4	5	2	13	0
22:46:56	439.9	5	2	13	0
22:47:26	440.4	5	2	13	0
22:47:56	440.9	5	2	13	0
22:48:26	441.4	5	2	13	0
22:48:56	441.9	5	2	13	0
22:49:26	442.4	5	2	13	0
22:49:56	442.9	5	2	13	0
22:50:26	443.4	5	2	13	0
22:50:56	443.9	5	2	13	0
22:51:26	444.4	5	2	13	0
22:51:56	444.9	5	2	13	0
22:52:26	445.4	5	2	13	0
22:52:56	445.9	5	2	13	0
22:53:27	446.4	5	2	13	0
22:53:57	446.9	5	2	13	0
22:54:27	447.4	5	2	13	0
22:54:57	447.9	5	2	13	0
22:55:27	448.4	5	2	13	0
22:55:57	448.9	5	2	13	0
22:56:27	449.4	5	2	13	0
22:56:57	449.9	5	2	13	0
22:57:27	450.4	5	2	13	0
22:57:57	450.9	5	2	13	0
22:58:27	451.4	5	2	13	0
22:58:57	451.9	5	2	13	0
22:59:27	452.4	5	2	13	0
22:59:57	452.9	5	2	13	0
23:00:27	453.4	5	2	13	0
23:00:57	453.9	5	2	13	0
23:01:27	454.4	5	2	13	0
23:01:57	454.9	5	2	13	0
23:02:27	455.4	5	2	13	0
23:02:57	455.9	5	2	13	0
23:03:27	456.4	5	2	13	0
23:03:57	456.9	5	2	13	0
23:04:27	457.4	5	2	13	0
23:04:57	457.9	5	2	13	0
23:05:27	458.4	5	2	13	0
23:05:57	458.9	5	2	13	0
23:06:27	459.4	5	2	13	0
23:06:57	459.9	5	2	13	0
23:07:27	460.4	5	2	13	0
23:07:57	460.9	5	2	13	0
23:08:27	461.4	5	2	13	0
23:08:57	461.9	5	2	13	0
23:09:27	462.4	5	2	13	0
23:09:57	462.9	5	2	13	0
23:10:27	463.4	5	2	13	0
23:10:58	463.9	5	2	13	0
23:11:28	464.4	5	2	13	0
23:11:58	464.9	5	2	13	0
23:12:28	465.4	5	2	13	0
23:12:58	465.9	5	2	13	0
23:13:28	466.4	5	2	13	0
23:13:58	466.9	5	2	13	0
23:14:28	467.4	5	2	13	0
23:14:58	467.9	5	2	13	0
23:15:28	468.4	5	2	13	0
23:15:58	468.9	5	2	13	0
23:16:28	469.4	5	2	13	0
23:16:58	469.9	5	2	13	0
23:17:28	470.4	5	2	13	0
23:17:58	470.9	5	2	13	0
23:18:28	471.4	5	2	13	0
23:18:58	471.9	5	2	13	0
23:19:28	472.5	5	2	13	0
23:19:58	473.0	5	2	13	0
23:20:28	473.5	5	2	13	0
23:20:58	474.0	5	2	13	0
23:21:28	474.5	5	2	13	0
23:21:58	475.0	5	2	13	0
23:22:28	475.5	5	2	13	0
23:22:58	476.0	5	2	13	0
23:23:28	476.5	5	2	13	0
23:23:58	477.0	5	2	13	0
23:24:28	477.5	5	2	13	0
23:24:58	478.0	5	2	13	0
23:25:28	478.5	5	2	13	0
23:25:58	479.0	5	2	13	0
23:26:28	479.5	5	2	13	0
23:26:58	480.0	5	2	13	0
23:27:28	480.5	5	2	13	0
23:27:59	481.0	5	2	13	0
23:28:29	481.5	5	2	13	0
23:28:59	482.0	5	2	13	0
23:29:29	482.5	5	2	13	0
23:29:59	483.0	5	2	13	0
23:30:29	483.5	5	2	13	0
23:30:59	484.0	5	2	13	0
23:31:29	484.5	5	2	13	0
23:31:59	485.0	5	2	13	0
23:32:29	485.5	5	2	13	0
23:32:59	486.0	5	2	13	0
23:33:29	486.5	5	2	13	0
23:33:59	487.0	5	2	13	0
23:34:29	487.5	5	2	13	0
23:34:59	488.0	5	2	13	0
23:35:29	488.5	5	2	13	0
23:35:59	489.0	5	2	13	0
23:36:29	489.5	5	2	13	0
23:36:59	490.0	5	2	13	0
23:37:29	490.5	5	2	13	0
23:37:59	491.0	5	2	13	0
23:38:29	491.5	5	2	13	0
23:38:59	492.0	5	2	13	0
23:39:29	492.5	5	2	13	0
23:39:59	493.0	5	2	13	0
23:40:29	493.5	5	2	13	0
23:40:59	494.0	5	2	13	0
23:41:29	494.5	5	2	13	0
23:41:59	495.0	5	2	13	0
23:42:29	495.5	5	2	13	0
23:42:59	496.0	5	2	13	0
23:43:29	496.5	5	2	13	0
23:43:59	497.0	5	2	13	0
23:44:29	497.5	5	2	13	0
23:44:59	498.0	5	2	13	0
23:45:29	498.5	5	2	13	0
23:46:00	499.0	5	2	13	0
23:46:30	499.5	5	2	13	0
23:47:00	500.0	5	2	13	0
23:47:30	500.5	5	2	13	0
23:48:00	501.0	5	2	13	0
23:48:30	501.5	5	2	13	0
23:49:00	502.0	5	2	13	0
23:49:30	502.5	5	2	13	0
23:50:00	503.0	5	2	13	0
23:50:30	503.5	5	2	13	0
23:51:00	504.0	5	2	13	0
23:51:30	504.5	5	2	13	0
23:52:00	505.0	5	2	13	0
23:52:30	505.5	5	2	13	0
23:53:00	506.0	5	2	13	0
23:53:30	506.5	5	2	13	0
23:54:00	507.0	5	2	13	0
23:54:30	507.5	5	2	13	0
23:55:00	508.0	5	2	13	0
23:55:30	508.5	5	2	13	0
23:56:00	509.0	5	2	13	0
23:56:30	509.5	5	2	13	0
23:57:00	510.0	5	2	13	0
23:57:30	510.5	5	2	13	0
23:58:00	511.0	5	2	13	0
23:58:30	511.5	5	2	13	0
23:59:00	512.0	5	2	13	0
23:59:30	512.5	5	2	13	0
00:00:00	513.0	5	2	13	0
00:00:30	513.5	5	2	13	0
00:01:00	514.0	5	2	13	0
00:01:30	514.5	5	2	13	0
00:02:00	515.0	5	2	13	0
00:02:30	515.5	5	2	13	0
00:03:00	516.0	5	2	13	0
00:03:30	516.5	5	2	13	0
00:04:00	517.0	5	2	13	0
00:04:31	517.5	5	2	13	0
00:05:01	518.0	5	2	13	0
00:05:31	518.5	5	2	13	0
00:06:01	519.0	5	2	13	0
00:06:31	519.5	5	2	13	0
00:07:01	520.0	5	2	13	0
00:07:31	520.5	5	2	13	0
00:08:01	521.0	5	2	13	0
00:08:31	521.5	5	2	13	0
00:09:01	522.0	5	2	13	0
00:09:31	522.5	5	2	13	0
00:10:01	523.0	5	2	13	0
00:10:31	523.5	5	2	13	0
00:11:01	524.0	5	2	13	0
00:11:31	524.5	5	2	13	0
00:12:01	525.0	5	2	13	0
00:12:31	525.5	5	2	13	0
00:13:01	526.0	5	2	13	0
00:13:31	526.5	5	2	13	0
00:14:01	527.0	5	2	13	0
00:14:31	527.5	5	2	13	0
00:15:01	528.0	5	2	13	0
00:15:31	528.5	5	2	13	0
00:16:01	529.0	5	2	13	0
00:16:31	529.5	5	2	13	0
00:17:01	530.0	5	2	13	0
00:17:31	530.5	5	2	13	0
00:18:01	531.0	5	2	13	0
00:18:31	531.5	5	2	13	0
00:19:01	532.0	5	2	13	0
00:19:31	532.5	5	2	13	0
00:20:01	533.0	5	2	13	0
00:20:31	533.5	5	2	13	0
00:21:01	534.0	5	2	13	0
00:21:31	534.5	5	2	13	0
00:22:01	535.0	5	2	13	0
00:22:31	535.5	5	2	13	0
00:23:02	536.0	5	2	13	0
00:23:32	536.5	5	2	13	0
00:24:02	537.0	5	2	13	0
00:24:32	537.5	5	2	13	0
00:25:02	538.0	5	2	13	0
00:25:32	538.5	5	2	13	0
00:26:02	539.0	5	2	13	0
00:26:32	539.5	5	2	13	0
00:27:02	540.0	5	2	13	0
00:27:32	540.5	5	2	13	0
00:28:02	541.0	5	2	13	0
00:28:32	541.5	5	2	13	0
00:29:02	542.0	5	2	13	0
00:29:32	542.5	5	2	13	0
00:30:02	543.0	5	1	14	0
00:30:32	543.5	5	1	14	0
00:31:02	544.0	5	1	14	0
00:31:32	544.5	5	1	14	0
00:32:02	545.0	5	1	14	0
00:32:32	545.5	5	1	14	0
00:33:02	546.0	5	1	14	0
00:33:32	546.5	5	1	14	0
00:34:02	547.0	5	1	14	0
00:34:32	547.5	5	1	14	0
00:35:02	548.0	5	1	14	0
00:35:32	548.5	5	1	14	0
00:36:02	549.0	5	1	14	0
00:36:32	549.5	5	1	14	0
00:37:02	550.0	5	1	14	0
00:37:32	550.5	5	1	14	0
00:38:02	551.0	5	1	14	0
00:38:32	551.5	5	1	14	0
00:39:02	552.0	5	1	14	0
00:39:32	552.5	5	1	14	0
00:40:02	553.0	5	1	14	0
00:40:32	553.5	5	1	14	0
00:41:02	554.0	5	1	14	0
00:41:33	554.5	5	1	14	0
00:42:03	555.0	5	1	14	0
00:42:33	555.5	5	1	14	0
00:43:03	556.0	5	1	14	0
00:43:33	556.5	5	1	14	0
00:44:03	557.0	5	1	14	0
00:44:33	557.5	5	1	14	0
00:45:03	558.0	5	1	14	0
00:45:33	558.5	5	1	14	0
00:46:03	559.0	5	1	14	0
00:46:33	559.5	5	1	14	0
00:47:03	560.0	5	1	14	0
00:47:33	560.5	5	1	14	0
00:48:03	561.0	5	1	14	0
00:48:33	561.5	5	1	14	0
00:49:03	562.0	5	1	14	0
00:49:33	562.5	5	1	14	0
00:50:03	563.0	5	1	14	0
00:50:33	563.5	5	1	14	0
00:51:03	564.0	5	1	14	0
00:51:33	564.5	5	1	14	0
00:52:03	565.0	5	1	14	0
00:52:33	565.5	5	1	14	0
00:53:03	566.0	5	1	14	0
00:53:33	566.5	5	1	14	0
00:54:03	567.0	5	1	14	0
00:54:33	567.5	5	1	14	0
00:55:03	568.0	5	1	14	0
00:55:33	568.5	5	1	14	0
00:56:03	569.0	5	1	14	0
00:56:33	569.5	5	1	14	0
00:57:03	570.0	5	1	14	0
00:57:33	570.5	5	1	14	0
00:58:03	571.0	5	1	14	0
00:58:33	571.5	5	1	14	0
00:59:03	572.0	5	1	14	0
00:59:34	572.5	5	1	14	0
01:00:04	573.0	5	1	14	0
01:00:34	573.5	5	1	14	0
01:01:04	574.0	5	1	14	0
01:01:34	574.5	5	1	14	0
01:02:04	575.0	5	1	14	0
01:02:34	575.5	5	1	14	0
01:03:04	576.0	5	1	14	0
ALL_DONE 15 docs at 01:03:19
